PERMIT_TYPE,APP_YR,APP_NUM,ISSUEDATE,STATUSDATE,STATUS,ADDRESS,Lon,Lat
BR14,9,2591,06/11/2009,06/08/2009,PERMIT PRINTED,1816 AFFIRMED WAY,35.82555501,-78.91527772
BR14,9,2590,06/11/2009,06/09/2009,PERMIT PRINTED,1814 AFFIRMED WAY,35.825633596,-78.91526525
BR14,9,2601,06/11/2009,06/09/2009,PERMIT PRINTED,1824 AFFIRMED WAY,35.82530482,-78.91529923
BR14,9,2600,06/11/2009,06/09/2009,PERMIT PRINTED,1822 AFFIRMED WAY,35.825374037,-78.91529385
BR14,9,2599,06/11/2009,06/09/2009,PERMIT PRINTED,1820 AFFIRMED WAY,35.825434603,-78.91529025
BR11,9,3156,06/11/2009,06/11/2009,PERMIT PRINTED,214 MICHELANGELO WAY,35.72428822,-78.8009354
BR11,9,2530,06/12/2009,06/08/2009,PERMIT PRINTED,3209 CROSS MOUNTAIN CT,35.772397637,-78.89215779
BR11,9,2579,06/12/2009,06/10/2009,PERMIT PRINTED,573 TOMKINS LP,35.840571829,-78.91355908
BR11,9,2577,06/12/2009,06/10/2009,PERMIT PRINTED,308 ORBISON DR,35.841057937,-78.91373124
BR11,9,2846,06/12/2009,06/10/2009,PERMIT PRINTED,541 TOMKINS LP,35.841665131,-78.91281846
BR11,9,2848,06/12/2009,06/10/2009,PERMIT PRINTED,545 TOMKINS LP,35.841515871,-78.91281331
BR11,9,3180,06/12/2009,06/10/2009,PERMIT PRINTED,307 ORBISON DR,35.840862908,-78.91426189
BR11,9,3181,06/12/2009,06/10/2009,PERMIT PRINTED,531 TOMKINS LP,35.842061567,-78.91262233
BR11,9,2537,06/12/2009,06/10/2009,PERMIT PRINTED,549 TOMKINS LP,35.841400492,-78.9127975
BR11,9,2576,06/12/2009,06/10/2009,PERMIT PRINTED,551 TOMKINS LP,35.84129663,-78.91275422
BR14,9,2883,06/16/2009,06/16/2009,PERMIT PRINTED,8731 MACEDONIA LAKE DR,35.749424652,-78.7427178
BR14,9,2886,06/16/2009,06/16/2009,PERMIT PRINTED,8733 MACEDONIA LAKE DR,35.749467065,-78.74265575
BR14,9,813,06/16/2009,06/16/2009,PERMIT PRINTED,4057 YELLOWFIELD WAY,35.747980776,-78.74121956
BR14,9,812,06/16/2009,06/16/2009,PERMIT PRINTED,4059 YELLOWFIELD WAY,35.747912256,-78.74121093
BR14,9,811,06/16/2009,06/16/2009,PERMIT PRINTED,4061 YELLOWFIELD WAY,35.747854553,-78.74120316
BR14,9,810,06/16/2009,06/16/2009,PERMIT PRINTED,4063 YELLOWFIELD WAY,35.747792588,-78.74122547
BR14,9,2890,06/16/2009,06/16/2009,PERMIT PRINTED,8735 MACEDONIA LAKE DR,35.749514513,-78.74258837
BR11,9,2863,06/17/2009,06/16/2009,PERMIT PRINTED,524 SORRELL ST,35.793665643,-78.77048049
BR14,9,2448,06/17/2009,06/16/2009,PERMIT PRINTED,563 PANORAMA PARK PL,35.844292088,-78.90348684
BR14,9,2449,06/17/2009,06/16/2009,PERMIT PRINTED,565 PANORAMA PARK PL,35.844222134,-78.90347187
BR14,9,2450,06/17/2009,06/16/2009,PERMIT PRINTED,567 PANORAMA PARK PL,35.844160837,-78.9034622
BR14,9,2451,06/17/2009,06/16/2009,PERMIT PRINTED,569 PANORAMA PARK PL,35.844099542,-78.90345431
BR14,9,2453,06/17/2009,06/16/2009,PERMIT PRINTED,573 PANORAMA PARK PL,35.84396758,-78.90344029
BR14,9,2452,06/17/2009,06/16/2009,PERMIT PRINTED,571 PANORAMA PARK PL,35.844038247,-78.90344641
BR11,9,2722,06/18/2009,06/16/2009,PERMIT PRINTED,6025 MENTMORE PL,35.796794925,-78.91726297
BR14,9,991,06/18/2009,06/18/2009,PERMIT PRINTED,4049 YELLOWFIELD WAY,35.748187782,-78.7412472
BR14,9,992,06/18/2009,06/18/2009,PERMIT PRINTED,4051 YELLOWFIELD WAY,35.748130801,-78.74123943
BR14,9,993,06/18/2009,06/18/2009,PERMIT PRINTED,4053 YELLOWFIELD WAY,35.74806156,-78.7412308
BR14,9,988,06/18/2009,06/18/2009,PERMIT PRINTED,4043 YELLOWFIELD WAY,35.748371707,-78.74127138
BR11,9,2907,06/19/2009,06/18/2009,PERMIT PRINTED,409 WESTFALEN DR,35.807749383,-78.90102892
BR11,9,2746,06/19/2009,06/18/2009,PERMIT PRINTED,1028 JEWEL CREEK DR,35.807581478,-78.9020462
BR11,9,2747,06/19/2009,06/18/2009,PERMIT PRINTED,414 WESTFALEN DR,35.807302657,-78.90054704
BR11,9,2787,06/19/2009,06/18/2009,PERMIT PRINTED,411 WESTFALEN DR,35.80774419,-78.90085011
BR11,9,2849,06/19/2009,06/18/2009,PERMIT PRINTED,1024 AUSTIN POND DR,35.802050879,-78.9074619
BR11,9,2859,06/19/2009,06/18/2009,PERMIT PRINTED,1016 AUSTIN POND DR,35.801959907,-78.90825862
BR11,9,3000,06/22/2009,06/18/2009,PERMIT PRINTED,1019 VINO DR,35.802357205,-78.74366643
BR11,9,2575,06/22/2009,06/18/2009,PERMIT PRINTED,315 ORBISON DR,35.841297066,-78.91438718
BR14,9,989,06/22/2009,06/18/2009,PERMIT PRINTED,4045 YELLOWFIELD WAY,35.748302466,-78.74126276
BR14,9,990,06/22/2009,06/18/2009,PERMIT PRINTED,4047 YELLOWFIELD WAY,35.748245485,-78.74125498
BR11,8,8127,06/23/2009,11/17/2008,PERMIT PRINTED,7300 RYEHILL DR,35.791084293,-78.91436068
BR11,9,3260,06/23/2009,06/19/2009,PERMIT PRINTED,2112 WINTERBORNE DR,35.805128563,-78.9049286
BR11,9,2906,06/23/2009,06/19/2009,PERMIT PRINTED,4052 FRANKS CREEK DR,35.699990484,-78.79173953
BR11,9,3122,06/23/2009,06/23/2009,PERMIT PRINTED,8620 FORESTER LN,35.663762185,-78.74920611
BR11,9,2608,06/24/2009,06/18/2009,PERMIT PRINTED,203 LIME CREEK CT,35.828956324,-78.84443165
BR11,9,2922,06/24/2009,06/18/2009,PERMIT PRINTED,212 DESERT TREE CT,35.848479953,-78.90352081
BR11,9,2649,06/24/2009,06/18/2009,PERMIT PRINTED,104 HIDDEN QUAIL CT,35.84650309,-78.90756068
BR11,9,2862,06/24/2009,06/19/2009,PERMIT PRINTED,304 WINDY PEAK LP,35.844421702,-78.90888259
BR11,9,2985,06/24/2009,06/19/2009,PERMIT PRINTED,1008 AUSTIN POND DR,35.801982759,-78.90892421
BR11,9,2772,06/24/2009,06/19/2009,PERMIT PRINTED,218 WINDY PEAK LP,35.844697125,-78.90886102
BR11,9,2773,06/24/2009,06/19/2009,PERMIT PRINTED,528 MESQUITE RIDGE PL,35.846508541,-78.90073703
BR11,9,3252,06/24/2009,06/19/2009,PERMIT PRINTED,5019 LAKE GROVE BLV,35.829795221,-78.84524463
BR11,9,3253,06/24/2009,06/19/2009,PERMIT PRINTED,206 OCEANSIDE LN,35.827089281,-78.84424311
BR11,9,2905,06/24/2009,06/22/2009,PERMIT PRINTED,822 BLACKMAR ST,35.807073261,-78.90310815
BR11,9,3419,06/24/2009,06/22/2009,PERMIT PRINTED,1182 FAIRLANE RD,35.76340022,-78.75058616
BR11,9,3056,06/24/2009,06/22/2009,PERMIT PRINTED,524 STONECROFT LN,35.846271007,-78.9030399
BR11,9,3168,06/24/2009,06/23/2009,PERMIT PRINTED,1119 JEWEL CREEK DR,35.807002788,-78.90065805
BR11,9,3170,06/24/2009,06/23/2009,PERMIT PRINTED,626 POWERS FERRY RD,35.804762491,-78.90338089
BR11,9,2201,06/25/2009,05/13/2009,PERMIT PRINTED,7028 COPPERLEAF PL,35.792891542,-78.91897683
BR11,9,2717,06/25/2009,06/24/2009,PERMIT PRINTED,105 HIDDEN QUAIL CT,35.846111118,-78.9069784
BR11,9,2724,06/25/2009,06/24/2009,PERMIT PRINTED,512 SANDY WHISPERS PL,35.848257706,-78.90422604
BR11,9,2710,06/25/2009,06/25/2009,PERMIT PRINTED,532 MESQUITE RIDGE PL,35.846684564,-78.90084485
BR11,9,3340,06/25/2009,06/25/2009,PERMIT PRINTED,524 WILLOW THICKET CT,35.84673753,-78.90214487
BR11,9,2656,06/26/2009,06/17/2009,PERMIT PRINTED,3032 SENTINEL FERRY LN,35.808078574,-78.92135163
BR11,9,3254,06/26/2009,06/19/2009,PERMIT PRINTED,304 BRIDLE BOAST RD,35.80386083,-78.92091227
BR11,9,3169,06/26/2009,06/24/2009,PERMIT PRINTED,1124 JEWEL CREEK DR,35.806539643,-78.90037979
BR11,9,3063,06/29/2009,06/23/2009,PERMIT PRINTED,528 SANDY WHISPERS PL,35.84907168,-78.90411614
BR11,9,2955,06/29/2009,06/26/2009,PERMIT PRINTED,1028 AUSTIN POND DR,35.802348551,-78.9072987
BR11,9,3171,06/29/2009,06/26/2009,PERMIT PRINTED,1013 WINTERBORNE DR,35.807589676,-78.90419542
BR11,9,3172,06/29/2009,06/26/2009,PERMIT PRINTED,1115 JEWEL CREEK DR,35.807013179,-78.90102185
BR11,9,2921,06/29/2009,06/26/2009,PERMIT PRINTED,302 WINDY PEAK LP,35.84453417,-78.90886209
BR11,9,3175,06/29/2009,06/26/2009,PERMIT PRINTED,107 RAPPORT DR,35.778284325,-78.87829914
BR11,9,3420,06/29/2009,06/26/2009,PERMIT PRINTED,102 CALM CT,35.779010188,-78.87661855
BR11,9,2655,06/30/2009,06/18/2009,PERMIT PRINTED,3125 SENTINEL FERRY LN,35.809827569,-78.91980612
BR11,9,2877,06/30/2009,06/18/2009,PERMIT PRINTED,2009 OLLIVANDER DR,35.808967974,-78.91857389
BR11,9,2943,06/30/2009,06/19/2009,PERMIT PRINTED,233 CLEAR RIVER PL,35.846639891,-78.90730015
BR14,9,2994,06/30/2009,06/22/2009,PERMIT PRINTED,417 PANORAMA PARK PL,35.843268257,-78.90355803
BR14,9,2993,06/30/2009,06/22/2009,PERMIT PRINTED,415 PANORAMA PARK PL,35.843356211,-78.90354021
BR14,9,2992,06/30/2009,06/22/2009,PERMIT PRINTED,413 PANORAMA PARK PL,35.843403072,-78.9035313
BR14,9,2991,06/30/2009,06/22/2009,PERMIT PRINTED,411 PANORAMA PARK PL,35.843478051,-78.90351881
BR14,9,2990,06/30/2009,06/22/2009,PERMIT PRINTED,409 PANORAMA PARK PL,35.843536447,-78.90350811
BR14,9,2989,06/30/2009,06/22/2009,PERMIT PRINTED,407 PANORAMA PARK PL,35.843594844,-78.9034983
BR11,9,2711,06/30/2009,06/25/2009,PERMIT PRINTED,208 DESERT TREE CT,35.848240664,-78.90364508
BR11,9,3356,06/30/2009,06/29/2009,PERMIT PRINTED,537 TOMKINS LP,35.841788409,-78.91278911
BR14,9,3618,06/30/2009,06/29/2009,PERMIT PRINTED,521 PANORAMA PARK PL,35.844445482,-78.90508338
BR14,9,3617,06/30/2009,06/29/2009,PERMIT PRINTED,519 PANORAMA PARK PL,35.844379178,-78.90512508
BR14,9,3616,06/30/2009,06/29/2009,PERMIT PRINTED,517 PANORAMA PARK PL,35.84432224,-78.90515703
BR14,9,3615,06/30/2009,06/29/2009,PERMIT PRINTED,515 PANORAMA PARK PL,35.844262412,-78.90518101
BR14,9,3614,06/30/2009,06/29/2009,PERMIT PRINTED,513 PANORAMA PARK PL,35.844195375,-78.90520677
BR11,9,3358,06/30/2009,06/29/2009,PERMIT PRINTED,320 ORBISON DR,35.841549039,-78.91382724
BR11,9,3362,06/30/2009,06/29/2009,PERMIT PRINTED,312 ALLIANCE CIR,35.778716703,-78.87660661
BR11,9,2648,06/30/2009,06/29/2009,PERMIT PRINTED,504 SANDY WHISPERS PL,35.847860373,-78.90418046
BR11,9,3201,07/01/2009,06/22/2009,PERMIT PRINTED,615 RYE RIDGE RD,35.839633495,-78.90180191
BR11,9,3360,07/01/2009,06/24/2009,PERMIT PRINTED,865 VANDALIA DR,35.824049888,-78.89625277
BR11,9,3361,07/01/2009,06/25/2009,PERMIT PRINTED,821 VANDALIA DR,35.823653859,-78.89690136
BR14,9,3324,07/01/2009,06/25/2009,PERMIT PRINTED,1321 SEATTLE SLEW LN,35.82426519,-78.91548271
BR14,9,3325,07/01/2009,06/25/2009,PERMIT PRINTED,1319 SEATTLE SLEW LN,35.824327161,-78.9154251
BR14,9,3329,07/01/2009,06/25/2009,PERMIT PRINTED,1317 SEATTLE SLEW LN,35.824368944,-78.91537104
BR14,9,3332,07/01/2009,06/25/2009,PERMIT PRINTED,1311 SEATTLE SLEW LN,35.824505829,-78.91520445
BR14,9,3330,07/01/2009,06/25/2009,PERMIT PRINTED,1315 SEATTLE SLEW LN,35.824410728,-78.91531699
BR14,9,3331,07/01/2009,06/25/2009,PERMIT PRINTED,1313 SEATTLE SLEW LN,35.824452512,-78.91526383
BR11,9,3497,07/01/2009,06/29/2009,PERMIT PRINTED,1033 AUSTIN POND DR,35.803010422,-78.90722005
BR11,9,3498,07/01/2009,06/29/2009,PERMIT PRINTED,1005 JEWEL CREEK DR,35.80928712,-78.90247611
BR11,9,3499,07/01/2009,06/29/2009,PERMIT PRINTED,1037 AUSTIN POND DR,35.803101807,-78.90697211
BR11,9,3234,07/01/2009,06/30/2009,PERMIT PRINTED,1020 AUSTIN POND DR,35.801989087,-78.90775141
BR11,9,3342,07/01/2009,06/30/2009,PERMIT PRINTED,5104 AUDREYSTONE DR,35.698239554,-78.79419888
BR11,10,32,07/01/2009,07/01/2009,PERMIT PRINTED,222 TURQUOISE CREEK DR,35.804361289,-78.83789521
BR11,9,3091,07/06/2009,06/19/2009,PERMIT PRINTED,536 MESQUITE RIDGE PL,35.846866338,-78.90093142
BR11,9,3346,07/06/2009,06/29/2009,PERMIT PRINTED,537 MESQUITE RIDGE PL,35.846604995,-78.9014206
BR11,9,2516,07/07/2009,06/16/2009,PERMIT PRINTED,315 RUSSO VALLEY DR,35.82427486,-78.88968835
BR11,9,3192,07/07/2009,06/30/2009,PERMIT PRINTED,103 RAPPORT DR,35.778589028,-78.87871368
BR11,9,3193,07/07/2009,06/30/2009,PERMIT PRINTED,105 RAPPORT DR,35.778441697,-78.87847941
BR11,9,3468,07/07/2009,07/06/2009,PERMIT PRINTED,1003 JEWEL CREEK DR,35.809300308,-78.90273812
BR11,9,3344,07/08/2009,06/26/2009,PERMIT PRINTED,109 BRAVE RIVER CT,35.847877949,-78.90638476
BR11,9,3237,07/08/2009,07/29/2009,PERMIT PRINTED,307 WINDY PEAK LP,35.844187018,-78.908425
BR11,9,3431,07/09/2009,07/07/2009,PERMIT PRINTED,4208 ENFIELD RIDGE DR,35.800147281,-78.87583043
BR11,9,3547,07/09/2009,07/07/2009,PERMIT PRINTED,1425 LILY CREEK DR,35.700524934,-78.79055357
BR11,9,3291,07/09/2009,07/07/2009,PERMIT PRINTED,2016 AUSTIN POND DR,35.803081967,-78.90462563
BR14,9,3139,07/09/2009,07/08/2009,PERMIT PRINTED,709 GRACE HODGE DR,35.815107298,-78.86918652
BR14,9,3137,07/09/2009,07/08/2009,PERMIT PRINTED,711 GRACE HODGE DR,35.81510812,-78.86928125
BR14,9,3138,07/09/2009,07/08/2009,PERMIT PRINTED,713 GRACE HODGE DR,35.81511399,-78.86937596
BR14,9,3134,07/09/2009,07/08/2009,PERMIT PRINTED,705 GRACE HODGE DR,35.815088348,-78.86899799
BR14,9,3133,07/09/2009,07/08/2009,PERMIT PRINTED,703 GRACE HODGE DR,35.815073111,-78.86891038
BR14,9,3136,07/09/2009,07/08/2009,PERMIT PRINTED,715 GRACE HODGE DR,35.815111208,-78.86947069
BR14,9,3775,07/09/2009,07/08/2009,PERMIT PRINTED,8719 MACEDONIA LAKE DR,35.749178085,-78.74307771
BR14,9,3135,07/09/2009,07/08/2009,PERMIT PRINTED,707 GRACE HODGE DR,35.815094938,-78.86909182
BR14,9,3140,07/09/2009,07/08/2009,PERMIT PRINTED,717 GRACE HODGE DR,35.815106998,-78.86957958
BR14,9,3774,07/09/2009,07/08/2009,PERMIT PRINTED,8721 MACEDONIA LAKE DR,35.749225531,-78.74300945
BR14,9,3773,07/09/2009,07/08/2009,PERMIT PRINTED,8723 MACEDONIA LAKE DR,35.749267223,-78.7429474
BR11,9,1548,07/10/2009,06/26/2009,PERMIT PRINTED,141 WESTONGATE WAY,35.813774501,-78.78346943
BR11,9,3575,07/10/2009,07/07/2009,PERMIT PRINTED,313 ALLIANCE CIR,35.778610882,-78.87749518
BR11,9,3525,07/10/2009,07/14/2009,PERMIT PRINTED,323 MOUNT EDEN PL,35.704019196,-78.79133488
BR14,9,3769,07/10/2009,07/09/2009,PERMIT PRINTED,8725 MACEDONIA LAKE DR,35.749317544,-78.7428747
BR11,9,3293,07/13/2009,07/06/2009,PERMIT PRINTED,104 MAUDE CT,35.816502871,-78.86949677
BR11,9,3787,07/13/2009,07/13/2009,PERMIT PRINTED,1104 KINGSTON RIDGE RD,35.763655945,-78.7504624
BR11,9,3814,07/14/2009,07/10/2009,PERMIT PRINTED,4040 FRANKS CREEK DR,35.700002305,-78.79232737
BR11,9,3633,07/14/2009,07/10/2009,PERMIT PRINTED,4032 FRANKS CREEK DR,35.700011605,-78.79270658
BR11,9,3654,07/14/2009,07/10/2009,PERMIT PRINTED,1413 LILY CREEK DR,35.70052011,-78.78984637
BR11,9,3694,07/14/2009,07/13/2009,PERMIT PRINTED,4044 FRANKS CREEK DR,35.699999077,-78.79212582
BR11,9,3673,07/14/2009,07/13/2009,PERMIT PRINTED,1841 STONEBANKS LP,35.699690762,-78.79272951
BR14,9,2953,07/15/2009,07/07/2009,PERMIT PRINTED,570 PANORAMA PARK PL,35.844011242,-78.90394591
BR14,9,2952,07/15/2009,07/07/2009,PERMIT PRINTED,568 PANORAMA PARK PL,35.844081192,-78.90395734
BR14,9,2951,07/15/2009,07/07/2009,PERMIT PRINTED,566 PANORAMA PARK PL,35.84414249,-78.90396878
BR14,9,2950,07/15/2009,07/07/2009,PERMIT PRINTED,564 PANORAMA PARK PL,35.844201625,-78.90398022
BR14,9,2948,07/15/2009,07/07/2009,PERMIT PRINTED,562 PANORAMA PARK PL,35.844260045,-78.90399875
BR14,9,2926,07/15/2009,07/07/2009,PERMIT PRINTED,560 PANORAMA PARK PL,35.844324961,-78.90402701
BR11,9,3570,07/15/2009,07/10/2009,PERMIT PRINTED,2148 ROYAL BERRY CT,35.757091129,-78.82780865
BR11,9,3569,07/15/2009,07/10/2009,PERMIT PRINTED,2153 ROYAL BERRY CT,35.756658662,-78.82793165
BR11,9,3568,07/15/2009,07/10/2009,PERMIT PRINTED,2160 ROYAL BERRY CT,35.757227877,-78.82813832
BR11,9,3799,07/15/2009,07/13/2009,PERMIT PRINTED,432 FIELD GLOW LN,35.66457837,-78.75375072
BR11,9,3576,07/15/2009,07/13/2009,PERMIT PRINTED,421 FIELD GLOW LN,35.664239365,-78.7529936
BR11,9,3812,07/15/2009,07/14/2009,PERMIT PRINTED,436 FIELD GLOW LN,35.664578917,-78.75402111
BR14,9,3065,07/16/2009,07/15/2009,PERMIT PRINTED,551 PANORAMA PARK PL,35.844607353,-78.90369901
BR14,9,3067,07/16/2009,07/15/2009,PERMIT PRINTED,553 PANORAMA PARK PL,35.844555403,-78.90365479
BR14,9,3068,07/16/2009,07/15/2009,PERMIT PRINTED,555 PANORAMA PARK PL,35.844507779,-78.90361145
BR14,9,3070,07/16/2009,07/15/2009,PERMIT PRINTED,557 PANORAMA PARK PL,35.844457994,-78.90356989
BR14,9,3071,07/16/2009,07/15/2009,PERMIT PRINTED,559 PANORAMA PARK PL,35.844402434,-78.90352036
BR11,9,3860,07/17/2009,07/13/2009,PERMIT PRINTED,829 KATAHDIN AVE,35.77148726,-78.89334905
BR11,9,3702,07/17/2009,07/13/2009,PERMIT PRINTED,1013 WHISPER ROCK TRL,35.789339601,-78.90593214
BR11,9,3695,07/17/2009,07/13/2009,PERMIT PRINTED,1020 WHISPER ROCK TRL,35.789641771,-78.90506185
BR11,9,3574,07/17/2009,07/14/2009,PERMIT PRINTED,4012 FRANKS CREEK DR,35.70006507,-78.79361698
BR11,9,3058,07/20/2009,07/17/2009,PERMIT PRINTED,236 CLEAR RIVER PL,35.847181153,-78.90698071
BR11,9,3918,07/20/2009,07/16/2009,PERMIT PRINTED,7013 COPPERLEAF PL,35.794234734,-78.91768952
BR11,9,3898,07/20/2009,07/17/2009,PERMIT PRINTED,210 WINDY PEAK LP,35.844807766,-78.90832688
BR11,9,2771,07/21/2009,07/07/2009,PERMIT PRINTED,108 HIDDEN QUAIL CT,35.846234127,-78.90754504
BR11,9,3897,07/21/2009,07/10/2009,PERMIT PRINTED,308 ALLIANCE CIR,35.778048928,-78.87653684
BR11,9,3825,07/21/2009,07/10/2009,PERMIT PRINTED,216 WINDY PEAK LP,35.844831921,-78.90880773
BR11,9,3813,07/21/2009,07/10/2009,PERMIT PRINTED,310 ALLIANCE CIR,35.778377751,-78.87655492
BR11,9,3655,07/21/2009,07/10/2009,PERMIT PRINTED,417 FIELD GLOW LN,35.664248244,-78.75274969
BR11,9,3682,07/21/2009,07/13/2009,PERMIT PRINTED,321 ORBISON DR,35.84163955,-78.91436733
BR11,9,3700,07/21/2009,07/13/2009,PERMIT PRINTED,311 ALLIANCE CIR,35.778459227,-78.87726446
BR11,9,3603,07/21/2009,07/16/2009,PERMIT PRINTED,407 VILLAGE ORCHARD RD,35.840167682,-78.90166578
BR11,9,3963,07/21/2009,07/16/2009,PERMIT PRINTED,214 WINDY PEAK LP,35.84485846,-78.90862084
BR14,9,3850,07/21/2009,07/20/2009,PERMIT PRINTED,125 SABISTON CT,35.839473923,-78.91289787
BR14,9,3849,07/21/2009,07/20/2009,PERMIT PRINTED,121 SABISTON CT,35.8395605,-78.91296862
BR11,9,3878,07/22/2009,07/16/2009,PERMIT PRINTED,2144 ROYAL BERRY CT,35.7570822,-78.82761316
BR14,9,3854,07/22/2009,07/20/2009,PERMIT PRINTED,248 LIFESON WAY,35.83998788,-78.91268744
BR14,9,3853,07/22/2009,07/20/2009,PERMIT PRINTED,252 LIFESON WAY,35.839974081,-78.91254843
BR14,10,159,07/22/2009,07/20/2009,PERMIT PRINTED,244 LIFESON WAY,35.839992323,-78.91285038
BR14,9,3676,07/22/2009,07/20/2009,PERMIT PRINTED,8632 MACEDONIA LAKE DR,35.748671113,-78.7427087
BR14,9,3852,07/22/2009,07/20/2009,PERMIT PRINTED,133 SABISTON CT,35.839300054,-78.91276346
BR14,9,3687,07/22/2009,07/20/2009,PERMIT PRINTED,8620 MACEDONIA LAKE DR,35.748569286,-78.74229417
BR14,10,160,07/22/2009,07/21/2009,PERMIT PRINTED,144 SABISTON CT,35.838778149,-78.91294998
BR14,10,161,07/22/2009,07/21/2009,PERMIT PRINTED,148 SABISTON CT,35.838694438,-78.91285266
BR14,10,151,07/22/2009,07/21/2009,PERMIT PRINTED,105 SABISTON CT,35.839906808,-78.91325605
BR14,9,3851,07/22/2009,07/21/2009,PERMIT PRINTED,129 SABISTON CT,35.839386625,-78.91282623
BR11,9,3701,07/22/2009,07/22/2009,PERMIT PRINTED,433 FIELD GLOW LN,35.664112522,-78.75373888
BR11,9,3972,07/23/2009,07/23/2009,PERMIT PRINTED,5257 GREYMOSS LN,35.656277977,-78.76584504
BR14,9,3674,07/24/2009,07/22/2009,PERMIT PRINTED,8636 MACEDONIA LAKE DR,35.748712492,-78.74284036
BR14,9,3675,07/24/2009,07/22/2009,PERMIT PRINTED,8638 MACEDONIA LAKE DR,35.748737154,-78.74290928
BR14,9,3677,07/24/2009,07/22/2009,PERMIT PRINTED,8630 MACEDONIA LAKE DR,35.748644981,-78.74262652
BR14,9,3680,07/24/2009,07/22/2009,PERMIT PRINTED,8634 MACEDONIA LAKE DR,35.748691443,-78.74277497
BR14,9,3688,07/24/2009,07/22/2009,PERMIT PRINTED,8622 MACEDONIA LAKE DR,35.748580248,-78.74236313
BR14,9,3685,07/24/2009,07/23/2009,PERMIT PRINTED,8626 MACEDONIA LAKE DR,35.74861161,-78.74253109
BR14,9,3684,07/24/2009,07/23/2009,PERMIT PRINTED,8618 MACEDONIA LAKE DR,35.748556862,-78.74221548
BR14,9,3689,07/24/2009,07/23/2009,PERMIT PRINTED,8624 MACEDONIA LAKE DR,35.748592652,-78.74243208
BR11,9,3914,07/27/2009,07/23/2009,PERMIT PRINTED,7236 RYEHILL DR,35.791862526,-78.91569446
BR14,10,154,07/28/2009,07/27/2009,PERMIT PRINTED,257 LIFESON WAY,35.840421837,-78.91252846
BR14,10,152,07/28/2009,07/27/2009,PERMIT PRINTED,109 SABISTON CT,35.83981951,-78.9131853
BR14,10,153,07/28/2009,07/27/2009,PERMIT PRINTED,253 LIFESON WAY,35.840450042,-78.91264621
BR14,9,3945,07/29/2009,07/23/2009,PERMIT PRINTED,1815 WHIRLAWAY CT,35.824610196,-78.91597904
BR14,9,3951,07/29/2009,07/23/2009,PERMIT PRINTED,1819 WHIRLAWAY CT,35.82448693,-78.91602698
BR14,9,3949,07/29/2009,07/23/2009,PERMIT PRINTED,1817 WHIRLAWAY CT,35.82455325,-78.91600301
BR14,9,3962,07/29/2009,07/23/2009,PERMIT PRINTED,1308 SEATTLE SLEW LN,35.824823975,-78.91543786
BR14,9,3960,07/29/2009,07/23/2009,PERMIT PRINTED,1310 SEATTLE SLEW LN,35.8247858,-78.91549722
BR14,9,3955,07/29/2009,07/23/2009,PERMIT PRINTED,1312 SEATTLE SLEW LN,35.824744735,-78.91554773
BR14,9,3954,07/29/2009,07/23/2009,PERMIT PRINTED,1314 SEATTLE SLEW LN,35.824692138,-78.91560533
BR14,9,3944,07/29/2009,07/24/2009,PERMIT PRINTED,1813 WHIRLAWAY CT,35.824683726,-78.91595329
BR14,9,3757,07/29/2009,07/24/2009,PERMIT PRINTED,1903 WHIRLAWAY CT,35.824245446,-78.91612728
BR14,9,3758,07/29/2009,07/24/2009,PERMIT PRINTED,1905 WHIRLAWAY CT,35.824173359,-78.91615391
BR14,9,3759,07/29/2009,07/24/2009,PERMIT PRINTED,1907 WHIRLAWAY CT,35.824115691,-78.91617699
BR14,9,3946,07/29/2009,07/24/2009,PERMIT PRINTED,1802 WHIRLAWAY CT,35.825070364,-78.91617689
BR14,9,3760,07/29/2009,07/24/2009,PERMIT PRINTED,1909 WHIRLAWAY CT,35.824049372,-78.91620274
BR14,9,3947,07/29/2009,07/24/2009,PERMIT PRINTED,1804 WHIRLAWAY CT,35.82501127,-78.91622388
BR14,9,3941,07/29/2009,07/27/2009,PERMIT PRINTED,1806 WHIRLAWAY CT,35.824960103,-78.91626377
BR14,9,3942,07/29/2009,07/27/2009,PERMIT PRINTED,1808 WHIRLAWAY CT,35.824905339,-78.91631606
BR14,9,3749,07/29/2009,07/27/2009,PERMIT PRINTED,835 CARPENTER GLENN DR,35.824599691,-78.89839378
BR14,9,3747,07/29/2009,07/27/2009,PERMIT PRINTED,831 CARPENTER GLENN DR,35.82471506,-78.89839541
BR11,10,290,07/29/2009,07/28/2009,PERMIT PRINTED,310 WINDY PEAK LP,35.844048285,-78.90899813
BR11,9,3964,07/29/2009,07/28/2009,PERMIT PRINTED,316 WINDY PEAK LP,35.843699352,-78.90907026
BR11,10,145,07/29/2009,07/28/2009,PERMIT PRINTED,311 WINDY PEAK LP,35.843956329,-78.90848548
BR11,10,125,07/29/2009,07/28/2009,PERMIT PRINTED,318 WINDY PEAK LP,35.843586188,-78.90912441
BR11,10,146,07/29/2009,07/28/2009,PERMIT PRINTED,312 WINDY PEAK LP,35.843930777,-78.90902838
BR11,10,148,07/29/2009,07/28/2009,PERMIT PRINTED,212 WINDY PEAK LP,35.844848253,-78.9084703
BR14,9,3744,07/29/2009,07/28/2009,PERMIT PRINTED,827 CARPENTER GLENN DR,35.824841257,-78.8984103
